0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0
5917.159763313609,5917.159763313609,5917.159763313609,5917.159763313609,5917.159763313609,5917.159763313609,5917.159763313609,5917.159763313609,5917.159763313609,5917.159763313609,5917.159763313609,5917.159763313609,5917.159763313609,5917.159763313609,5917.159763313609,5917.159763313609,5917.159763313609,5917.159763313609,5917.159763313609,5917.159763313609
1537.870049980777,1537.870049980777,1537.870049980777,1537.870049980777,1537.870049980777,1537.870049980777,1537.870049980777,1537.870049980777,1537.870049980777,1537.870049980777,1537.870049980777,1537.870049980777,1537.870049980777,1537.870049980777,1537.870049980777,1537.870049980777,1537.870049980777,1537.870049980777,1537.870049980777,1537.870049980777
692.5207756232686,692.5207756232686,692.5207756232686,692.5207756232686,692.5207756232686,692.5207756232686,692.5207756232686,692.5207756232686,692.5207756232686,692.5207756232686,692.5207756232686,692.5207756232686,692.5207756232686,692.5207756232686,692.5207756232686,692.5207756232686,692.5207756232686,692.5207756232686,692.5207756232686,692.5207756232686
392.1184197627683,392.1184197627683,392.1184197627683,392.1184197627683,392.1184197627683,392.1184197627683,392.1184197627683,392.1184197627683,392.1184197627683,392.1184197627683,392.1184197627683,392.1184197627683,392.1184197627683,392.1184197627683,392.1184197627683,392.1184197627683,392.1184197627683,392.1184197627683,392.1184197627683,392.1184197627683
251.95263290501387,251.95263290501387,251.95263290501387,251.95263290501387,251.95263290501387,251.95263290501387,251.95263290501387,251.95263290501387,251.95263290501387,251.95263290501387,251.95263290501387,251.95263290501387,251.95263290501387,251.95263290501387,251.95263290501387,251.95263290501387,251.95263290501387,251.95263290501387,251.95263290501387,251.95263290501387
175.43090215341434,175.43090215341434,175.43090215341434,175.43090215341434,175.43090215341434,175.43090215341434,175.43090215341434,175.43090215341434,175.43090215341434,175.43090215341434,175.43090215341434,175.43090215341434,175.43090215341434,175.43090215341434,175.43090215341434,175.43090215341434,175.43090215341434,175.43090215341434,175.43090215341434,175.43090215341434
129.13223140495867,129.13223140495867,129.13223140495867,129.13223140495867,129.13223140495867,129.13223140495867,129.13223140495867,129.13223140495867,129.13223140495867,129.13223140495867,129.13223140495867,129.13223140495867,129.13223140495867,129.13223140495867,129.13223140495867,129.13223140495867,129.13223140495867,129.13223140495867,129.13223140495867,129.13223140495867
99.00745031063589,99.00745031063589,99.00745031063589,99.00745031063589,99.00745031063589,99.00745031063589,99.00745031063589,99.00745031063589,99.00745031063589,99.00745031063589,99.00745031063589,99.00745031063589,99.00745031063589,99.00745031063589,99.00745031063589,99.00745031063589,99.00745031063589,99.00745031063589,99.00745031063589,99.00745031063589
78.31466833737962,78.31466833737962,78.31466833737962,78.31466833737962,78.31466833737962,78.31466833737962,78.31466833737962,78.31466833737962,78.31466833737962,78.31466833737962,78.31466833737962,78.31466833737962,78.31466833737962,78.31466833737962,78.31466833737962,78.31466833737962,78.31466833737962,78.31466833737962,78.31466833737962,78.31466833737962
63.49105569752862,63.49105569752862,63.49105569752862,63.49105569752862,63.49105569752862,63.49105569752862,63.49105569752862,63.49105569752862,63.49105569752862,63.49105569752862,63.49105569752862,63.49105569752862,63.49105569752862,63.49105569752862,63.49105569752862,63.49105569752862,63.49105569752862,63.49105569752862,63.49105569752862,63.49105569752862
52.509976895610166,52.509976895610166,52.509976895610166,52.509976895610166,52.509976895610166,52.509976895610166,52.509976895610166,52.509976895610166,52.509976895610166,52.509976895610166,52.509976895610166,52.509976895610166,52.509976895610166,52.509976895610166,52.509976895610166,52.509976895610166,52.509976895610166,52.509976895610166,52.509976895610166,52.509976895610166
44.14962307259303,44.14962307259303,44.14962307259303,44.14962307259303,44.14962307259303,44.14962307259303,44.14962307259303,44.14962307259303,44.14962307259303,44.14962307259303,44.14962307259303,44.14962307259303,44.14962307259303,44.14962307259303,44.14962307259303,44.14962307259303,44.14962307259303,44.14962307259303,44.14962307259303,44.14962307259303
37.637848620572846,37.637848620572846,37.637848620572846,37.637848620572846,37.637848620572846,37.637848620572846,37.637848620572846,37.637848620572846,37.637848620572846,37.637848620572846,37.637848620572846,37.637848620572846,37.637848620572846,37.637848620572846,37.637848620572846,37.637848620572846,37.637848620572846,37.637848620572846,37.637848620572846,37.637848620572846
32.46726893450541,32.46726893450541,32.46726893450541,32.46726893450541,32.46726893450541,32.46726893450541,32.46726893450541,32.46726893450541,32.46726893450541,32.46726893450541,32.46726893450541,32.46726893450541,32.46726893450541,32.46726893450541,32.46726893450541,32.46726893450541,32.46726893450541,32.46726893450541,32.46726893450541,32.46726893450541
28.293345405160704,28.293345405160704,28.293345405160704,28.293345405160704,28.293345405160704,28.293345405160704,28.293345405160704,28.293345405160704,28.293345405160704,28.293345405160704,28.293345405160704,28.293345405160704,28.293345405160704,28.293345405160704,28.293345405160704,28.293345405160704,28.293345405160704,28.293345405160704,28.293345405160704,28.293345405160704
24.87546719236821,24.87546719236821,24.87546719236821,24.87546719236821,24.87546719236821,24.87546719236821,24.87546719236821,24.87546719236821,24.87546719236821,24.87546719236821,24.87546719236821,24.87546719236821,24.87546719236821,24.87546719236821,24.87546719236821,24.87546719236821,24.87546719236821,24.87546719236821,24.87546719236821,24.87546719236821
22.04148206925434,22.04148206925434,22.04148206925434,22.04148206925434,22.04148206925434,22.04148206925434,22.04148206925434,22.04148206925434,22.04148206925434,22.04148206925434,22.04148206925434,22.04148206925434,22.04148206925434,22.04148206925434,22.04148206925434,22.04148206925434,22.04148206925434,22.04148206925434,22.04148206925434,22.04148206925434
19.665586698197156,19.665586698197156,19.665586698197156,19.665586698197156,19.665586698197156,19.665586698197156,19.665586698197156,19.665586698197156,19.665586698197156,19.665586698197156,19.665586698197156,19.665586698197156,19.665586698197156,19.665586698197156,19.665586698197156,19.665586698197156,19.665586698197156,19.665586698197156,19.665586698197156,19.665586698197156
17.6541204717181,17.6541204717181,17.6541204717181,17.6541204717181,17.6541204717181,17.6541204717181,17.6541204717181,17.6541204717181,17.6541204717181,17.6541204717181,17.6541204717181,17.6541204717181,17.6541204717181,17.6541204717181,17.6541204717181,17.6541204717181,17.6541204717181,17.6541204717181,17.6541204717181,17.6541204717181
